373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,377,424,600,600,600,600,600,600,600
373,373,373,373,373,373,373,373,373,373,373,34,373,373,373,373,377,423,378,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,374,600,600,600,552,600,600,600,600
373,373,183,373,34,373,373,373,183,373,373,373,373,373,377,423,424,600,422,423,423,423,423,378,373,183,373,373,373,373,373,34,373,373,373,373,373,183,373,373,377,424,552,600,603,600,603,553,600,600
373,373,373,373,373,373,373,373,377,378,373,377,423,423,424,600,600,603,600,600,600,600,600,422,378,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,374,600,600,600,600,600,600,600,600,600
373,373,373,373,373,373,373,373,374,422,423,424,600,600,600,600,600,600,553,602,600,600,600,600,422,423,378,373,373,373,373,373,373,373,373,373,373,373,373,377,424,600,600,600,600,600,600,600,600,600
373,373,373,373,373,34,373,373,374,600,600,600,600,600,600,600,604,600,600,600,600,600,600,600,603,600,422,423,378,373,373,373,373,373,373,34,373,373,373,374,600,552,600,600,600,600,600,602,600,600
373,373,373,373,183,373,373,377,424,600,600,600,600,603,552,552,600,600,600,600,600,600,552,600,600,600,600,600,422,378,373,373,373,373,373,373,373,377,423,424,600,600,603,601,600,600,600,600,600,600
373,373,34,373,373,373,373,427,324,600,603,600,600,600,600,600,600,600,603,600,600,603,600,600,600,602,600,600,600,372,373,373,373,373,373,377,378,374,600,600,600,600,600,600,603,600,600,553,600,600
373,373,373,373,377,423,423,423,424,600,600,600,600,600,600,600,600,600,603,600,600,600,600,552,552,600,552,600,600,422,423,378,373,373,373,374,422,424,600,600,553,600,600,553,601,600,600,600,600,600
373,373,373,377,424,600,600,553,552,600,350,351,351,351,352,600,600,600,600,600,600,600,600,600,600,600,600,600,552,600,600,422,423,423,423,424,600,553,552,601,600,603,600,603,601,600,600,603,600,600
373,373,373,427,324,600,600,600,600,600,400,401,401,401,455,351,351,351,351,351,351,351,351,351,351,351,351,351,351,352,600,600,600,600,600,552,552,600,600,600,600,600,600,600,553,553,600,603,600,600
423,423,423,423,424,600,600,600,600,600,400,551,401,401,405,451,451,451,451,451,451,451,451,451,451,451,451,406,401,402,600,552,600,600,600,600,601,600,600,600,603,600,600,601,600,600,603,600,600,600
600,600,600,600,600,600,600,600,600,600,400,401,401,401,402,600,600,552,600,600,600,600,600,600,600,600,600,400,401,455,351,351,351,351,351,351,352,600,600,600,600,600,601,600,600,600,603,603,600,600
600,600,600,600,600,603,603,600,600,600,450,406,401,405,452,600,600,552,600,600,600,552,600,600,600,601,600,450,451,451,406,551,401,401,401,401,455,351,351,351,352,600,600,600,600,600,600,601,600,600
600,603,600,600,553,600,600,600,600,600,600,400,401,402,600,552,600,600,600,603,600,603,600,600,600,600,600,600,600,600,450,451,451,451,451,451,406,401,550,401,455,351,351,352,600,600,553,601,600,600
600,600,600,600,600,552,600,600,603,603,600,400,401,402,600,600,553,600,600,553,600,600,603,603,600,604,600,553,600,600,600,600,600,600,600,600,450,451,451,451,406,401,401,402,600,603,603,600,600,600
600,600,600,600,600,600,600,600,600,600,600,400,550,402,603,602,552,600,600,600,600,600,600,600,600,600,603,600,600,600,601,600,603,553,600,600,600,600,600,600,450,406,401,402,600,600,600,600,600,600
600,603,600,600,600,600,600,600,600,600,600,400,401,402,600,600,600,600,600,603,603,600,600,600,600,600,600,603,600,600,603,600,600,600,604,600,603,600,600,600,600,400,401,402,600,601,601,601,600,600
600,600,600,600,603,553,600,600,602,600,603,400,551,402,600,600,600,600,600,600,600,600,600,603,600,603,601,600,600,553,600,600,600,600,600,600,600,600,600,600,600,400,401,402,600,600,600,600,600,600
600,600,603,600,603,600,600,600,600,600,553,400,401,455,351,351,352,600,552,600,600,600,604,600,603,600,600,600,600,600,600,600,600,322,324,322,324,600,600,600,600,450,406,455,351,351,351,351,352,600
600,600,600,600,600,600,600,600,600,600,600,450,451,451,451,406,402,600,600,600,600,600,603,600,553,600,601,600,600,600,600,322,323,428,427,428,374,601,600,600,601,600,450,451,451,406,401,401,402,600
600,600,600,600,600,600,600,600,552,552,600,600,600,600,600,400,402,600,600,600,600,600,600,600,600,600,601,600,322,323,323,428,373,373,373,373,374,600,600,601,600,600,600,600,600,450,451,451,452,600
304,600,600,600,604,600,600,603,600,552,600,552,600,600,600,400,455,351,351,351,351,351,352,600,600,601,600,322,428,373,377,378,373,373,373,373,427,323,324,600,600,600,600,601,600,600,600,600,600,600
-1073741519,304,600,600,600,600,603,600,600,600,600,552,552,600,600,450,451,451,451,451,451,406,455,352,600,600,600,372,377,378,427,428,373,34,373,373,373,373,427,323,323,324,600,601,600,600,600,600,600,600
250,-1073741519,304,600,600,600,600,600,600,600,604,600,552,603,600,600,600,600,600,600,600,450,406,455,351,351,352,372,374,372,373,373,373,373,373,373,183,373,373,377,423,424,600,600,600,600,603,600,600,600
250,250,-1073741519,304,600,600,600,600,552,552,600,600,600,600,600,600,600,600,600,552,600,600,450,451,451,451,452,372,427,428,373,373,183,373,373,373,373,373,373,374,600,600,600,600,603,600,600,603,600,600
